chart_appearances,track_id,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
36,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse, Post Malone,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
20,1StDh0cTWueWMdaFwGflau,Kitty Bomb, Emma Wu,0.565,0.901,1,-5.809,1,0.0877,0.0349,0.0,0.0911,0.47,137.949,audio_features,1StDh0cTWueWMdaFwGflau,spotify:track:1StDh0cTWueWMdaFwGflau,https://api.spotify.com/v1/tracks/1StDh0cTWueWMdaFwGflau,https://api.spotify.com/v1/audio-analysis/1StDh0cTWueWMdaFwGflau,189000,4
22,155EsNGoXo7XSVF84oTPam,There You Are, ZAYN,0.452,0.685,0,-4.828,0,0.0385,0.0257,0.0,0.11,0.305,76.986,audio_features,155EsNGoXo7XSVF84oTPam,spotify:track:155EsNGoXo7XSVF84oTPam,https://api.spotify.com/v1/tracks/155EsNGoXo7XSVF84oTPam,https://api.spotify.com/v1/audio-analysis/155EsNGoXo7XSVF84oTPam,199600,4
33,4BiiOzZCrXEzHRLYcYFiD5,Hope, The Chainsmokers,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,audio_features,4BiiOzZCrXEzHRLYcYFiD5,spotify:track:4BiiOzZCrXEzHRLYcYFiD5,https://api.spotify.com/v1/tracks/4BiiOzZCrXEzHRLYcYFiD5,https://api.spotify.com/v1/audio-analysis/4BiiOzZCrXEzHRLYcYFiD5,180120,4
26,0lG6QM1jjbbX5UUn3DPmrZ,Lost Control, Alan Walker,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,audio_features,0lG6QM1jjbbX5UUn3DPmrZ,spotify:track:0lG6QM1jjbbX5UUn3DPmrZ,https://api.spotify.com/v1/tracks/0lG6QM1jjbbX5UUn3DPmrZ,https://api.spotify.com/v1/audio-analysis/0lG6QM1jjbbX5UUn3DPmrZ,222320,4
9,6kiauSlWtddVQx4JwJx51p,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)", DJ Khalil,0.58,0.935,6,-4.847,0,0.293,0.176,0.0,0.514,0.666,129.173,audio_features,6kiauSlWtddVQx4JwJx51p,spotify:track:6kiauSlWtddVQx4JwJx51p,https://api.spotify.com/v1/tracks/6kiauSlWtddVQx4JwJx51p,https://api.spotify.com/v1/audio-analysis/6kiauSlWtddVQx4JwJx51p,219400,4
13,1kfEJ0w6qRZR9dIOWJGe0J,Whatcha Doin', YESUNG,0.553,0.889,2,-3.387,1,0.241,0.622,0.0,0.0851,0.742,99.329,audio_features,1kfEJ0w6qRZR9dIOWJGe0J,spotify:track:1kfEJ0w6qRZR9dIOWJGe0J,https://api.spotify.com/v1/tracks/1kfEJ0w6qRZR9dIOWJGe0J,https://api.spotify.com/v1/audio-analysis/1kfEJ0w6qRZR9dIOWJGe0J,209808,4
3,7laJx5tDtvm3Mkj832oxSb,Neon Moon, Cigarettes After Sex,0.48,0.488,4,-11.103,1,0.0245,0.099,0.0879,0.102,0.275,90.349,audio_features,7laJx5tDtvm3Mkj832oxSb,spotify:track:7laJx5tDtvm3Mkj832oxSb,https://api.spotify.com/v1/tracks/7laJx5tDtvm3Mkj832oxSb,https://api.spotify.com/v1/audio-analysis/7laJx5tDtvm3Mkj832oxSb,225767,4
9,3pDHW8LsKjbX6nVSbs8uGU,Everything I Need, Skylar Grey,0.431,0.22,2,-10.878,1,0.031,0.891,0.0,0.11,0.284,150.105,audio_features,3pDHW8LsKjbX6nVSbs8uGU,spotify:track:3pDHW8LsKjbX6nVSbs8uGU,https://api.spotify.com/v1/tracks/3pDHW8LsKjbX6nVSbs8uGU,https://api.spotify.com/v1/audio-analysis/3pDHW8LsKjbX6nVSbs8uGU,200560,4
1,4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse", Nicki Minaj,0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,audio_features,4Uy3kNxW2kB8AEoXljEcth,spotify:track:4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,174893,5
12,5F2AuFzEiuAQD0JVNjVJQz,Let Go, Beau Young Prince,0.764,0.725,7,-8.812,1,0.0576,0.463,5.91e-06,0.109,0.0794,100.063,audio_features,5F2AuFzEiuAQD0JVNjVJQz,spotify:track:5F2AuFzEiuAQD0JVNjVJQz,https://api.spotify.com/v1/tracks/5F2AuFzEiuAQD0JVNjVJQz,https://api.spotify.com/v1/audio-analysis/5F2AuFzEiuAQD0JVNjVJQz,177653,4
6,2CWOMDYFK4Ef3867nEhnVM,Memories, Thutmose,0.567,0.651,5,-7.146,0,0.0554,0.0519,0.0,0.183,0.519,93.989,audio_features,2CWOMDYFK4Ef3867nEhnVM,spotify:track:2CWOMDYFK4Ef3867nEhnVM,https://api.spotify.com/v1/tracks/2CWOMDYFK4Ef3867nEhnVM,https://api.spotify.com/v1/audio-analysis/2CWOMDYFK4Ef3867nEhnVM,199147,4
7,7pBsquIkbED6W6uSQJGbkn,Home, Vince Staples,0.604,0.736,10,-5.596,0,0.0555,0.00608,0.109,0.11,0.345,118.012,audio_features,7pBsquIkbED6W6uSQJGbkn,spotify:track:7pBsquIkbED6W6uSQJGbkn,https://api.spotify.com/v1/tracks/7pBsquIkbED6W6uSQJGbkn,https://api.spotify.com/v1/audio-analysis/7pBsquIkbED6W6uSQJGbkn,211360,4
4,6V81K1OcvYgHEnCA6A2Qx9,Start a Riot, Duckwrth,0.728,0.727,2,-3.585,1,0.206,0.0128,0.0,0.0882,0.89,143.144,audio_features,6V81K1OcvYgHEnCA6A2Qx9,spotify:track:6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/tracks/6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/audio-analysis/6V81K1OcvYgHEnCA6A2Qx9,171467,4
4,1DXJS269UOBH83Ano9JEvp,Calling Me Home, Emily Brimlow,0.502,0.626,9,-4.317,1,0.214,0.466,2.33e-06,0.108,0.612,181.976,audio_features,1DXJS269UOBH83Ano9JEvp,spotify:track:1DXJS269UOBH83Ano9JEvp,https://api.spotify.com/v1/tracks/1DXJS269UOBH83Ano9JEvp,https://api.spotify.com/v1/audio-analysis/1DXJS269UOBH83Ano9JEvp,243297,4
31,1c5ZiOfMbDBHKRNuMfinOb,Selow, Wahyu Selow,0.626,0.573,2,-5.349,1,0.13,0.601,0.0,0.0872,0.869,159.828,audio_features,1c5ZiOfMbDBHKRNuMfinOb,spotify:track:1c5ZiOfMbDBHKRNuMfinOb,https://api.spotify.com/v1/tracks/1c5ZiOfMbDBHKRNuMfinOb,https://api.spotify.com/v1/audio-analysis/1c5ZiOfMbDBHKRNuMfinOb,216989,4
97,1ZLrDPgR7mvuTco3rQK8Pk,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit, SHAUN,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,audio_features,1ZLrDPgR7mvuTco3rQK8Pk,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,192453,4
33,6MWtB6iiXyIwun0YzU6DFP,Wow., Post Malone,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,audio_features,6MWtB6iiXyIwun0YzU6DFP,spotify:track:6MWtB6iiXyIwun0YzU6DFP,https://api.spotify.com/v1/tracks/6MWtB6iiXyIwun0YzU6DFP,https://api.spotify.com/v1/audio-analysis/6MWtB6iiXyIwun0YzU6DFP,149520,4
30,3Ol2xnObFdKV9pmRD2t9x8,Look Back at It, A Boogie Wit da Hoodie,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4
25,5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""", Sam Smith,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,audio_features,5rFj8OzffT0iggSjcBaeND,spotify:track:5rFj8OzffT0iggSjcBaeND,https://api.spotify.com/v1/tracks/5rFj8OzffT0iggSjcBaeND,https://api.spotify.com/v1/audio-analysis/5rFj8OzffT0iggSjcBaeND,246735,4
10,1h8OjoX94lp8npq80D6yLK,Take Courage (Live), Bethel Music,0.446,0.504,7,-9.005,1,0.0274,0.00882,0.00974,0.37,0.136,142.004,audio_features,1h8OjoX94lp8npq80D6yLK,spotify:track:1h8OjoX94lp8npq80D6yLK,https://api.spotify.com/v1/tracks/1h8OjoX94lp8npq80D6yLK,https://api.spotify.com/v1/audio-analysis/1h8OjoX94lp8npq80D6yLK,378693,4
12,1m7XbKhOvJst478ms8yUrr,Spin With You (feat. Jeremy Zucker), Emma Sameth,0.818,0.445,5,-7.467,0,0.23,0.718,3.88e-05,0.108,0.423,95.944,audio_features,1m7XbKhOvJst478ms8yUrr,spotify:track:1m7XbKhOvJst478ms8yUrr,https://api.spotify.com/v1/tracks/1m7XbKhOvJst478ms8yUrr,https://api.spotify.com/v1/audio-analysis/1m7XbKhOvJst478ms8yUrr,212154,4
6,2gvmv8vlYeAGbTLZbvlpbx,Good Grace - Live, Hillsong UNITED,0.441,0.696,9,-8.196,1,0.0439,0.00434,0.0,0.692,0.268,142.135,audio_features,2gvmv8vlYeAGbTLZbvlpbx,spotify:track:2gvmv8vlYeAGbTLZbvlpbx,https://api.spotify.com/v1/tracks/2gvmv8vlYeAGbTLZbvlpbx,https://api.spotify.com/v1/audio-analysis/2gvmv8vlYeAGbTLZbvlpbx,353547,4
10,4bMrguhtW5l31SNXd5IdSK,In the End, Tommee Profitt,0.526,0.671,7,-7.445,0,0.0968,0.308,4.07e-05,0.0869,0.102,88.033,audio_features,4bMrguhtW5l31SNXd5IdSK,spotify:track:4bMrguhtW5l31SNXd5IdSK,https://api.spotify.com/v1/tracks/4bMrguhtW5l31SNXd5IdSK,https://api.spotify.com/v1/audio-analysis/4bMrguhtW5l31SNXd5IdSK,234716,4
2,2FUNBaa5DwItJtYEBgAblU,monster, 21 Savage,0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,0.224,134.022,audio_features,2FUNBaa5DwItJtYEBgAblU,spotify:track:2FUNBaa5DwItJtYEBgAblU,https://api.spotify.com/v1/tracks/2FUNBaa5DwItJtYEBgAblU,https://api.spotify.com/v1/audio-analysis/2FUNBaa5DwItJtYEBgAblU,233040,4
2,33NAYATbWRoo5RuEP30JBZ,Love Shot, EXO,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,audio_features,33NAYATbWRoo5RuEP30JBZ,spotify:track:33NAYATbWRoo5RuEP30JBZ,https://api.spotify.com/v1/tracks/33NAYATbWRoo5RuEP30JBZ,https://api.spotify.com/v1/audio-analysis/33NAYATbWRoo5RuEP30JBZ,200306,4
4,1e92VSkCg0HIFwyxnDCfje,Conclusion, AGM,0.895,0.165,0,-14.135,1,0.239,0.319,0.793,0.167,0.581,130.044,audio_features,1e92VSkCg0HIFwyxnDCfje,spotify:track:1e92VSkCg0HIFwyxnDCfje,https://api.spotify.com/v1/tracks/1e92VSkCg0HIFwyxnDCfje,https://api.spotify.com/v1/audio-analysis/1e92VSkCg0HIFwyxnDCfje,125571,4
6,1qSikFO1BLTMyZCi2SbksV,Pray (feat. Conor Maynard), Alok,0.355,0.737,8,-4.169,1,0.05,0.113,0.0,0.218,0.269,169.489,audio_features,1qSikFO1BLTMyZCi2SbksV,spotify:track:1qSikFO1BLTMyZCi2SbksV,https://api.spotify.com/v1/tracks/1qSikFO1BLTMyZCi2SbksV,https://api.spotify.com/v1/audio-analysis/1qSikFO1BLTMyZCi2SbksV,171529,4
43,6DyXREiYD3B4xgjjsfHfJ9,We All Lie, Ha Jin,0.571,0.722,2,-5.092,0,0.0252,0.0357,0.00162,0.185,0.188,96.02,audio_features,6DyXREiYD3B4xgjjsfHfJ9,spotify:track:6DyXREiYD3B4xgjjsfHfJ9,https://api.spotify.com/v1/tracks/6DyXREiYD3B4xgjjsfHfJ9,https://api.spotify.com/v1/audio-analysis/6DyXREiYD3B4xgjjsfHfJ9,195764,4
3,1ZSSNLEDzs3yFDwM85HDHU,Cry Like Kim K (with Lisa Ajax), Davai,0.788,0.637,3,-5.432,1,0.0887,0.231,0.0,0.291,0.573,124.999,audio_features,1ZSSNLEDzs3yFDwM85HDHU,spotify:track:1ZSSNLEDzs3yFDwM85HDHU,https://api.spotify.com/v1/tracks/1ZSSNLEDzs3yFDwM85HDHU,https://api.spotify.com/v1/audio-analysis/1ZSSNLEDzs3yFDwM85HDHU,168813,4
12,0FhX3NhiUj9hbUE2PaQRNK,Temberang, Ayda Jebat,0.646,0.905,8,-3.063,0,0.0666,0.235,0.000205,0.384,0.871,155.966,audio_features,0FhX3NhiUj9hbUE2PaQRNK,spotify:track:0FhX3NhiUj9hbUE2PaQRNK,https://api.spotify.com/v1/tracks/0FhX3NhiUj9hbUE2PaQRNK,https://api.spotify.com/v1/audio-analysis/0FhX3NhiUj9hbUE2PaQRNK,201154,4
4,78ZhoeLttWbXAk4GMokp8W,無病呻吟, Leo王,0.75,0.599,4,-8.894,0,0.273,0.361,0.00219,0.109,0.752,92.026,audio_features,78ZhoeLttWbXAk4GMokp8W,spotify:track:78ZhoeLttWbXAk4GMokp8W,https://api.spotify.com/v1/tracks/78ZhoeLttWbXAk4GMokp8W,https://api.spotify.com/v1/audio-analysis/78ZhoeLttWbXAk4GMokp8W,211304,4
1,4M6O2Eu68dkEsxNOAHPZpx,分手不分離, Z.TAO,0.659,0.603,3,-4.756,1,0.0504,0.491,0.0,0.0993,0.193,123.988,audio_features,4M6O2Eu68dkEsxNOAHPZpx,spotify:track:4M6O2Eu68dkEsxNOAHPZpx,https://api.spotify.com/v1/tracks/4M6O2Eu68dkEsxNOAHPZpx,https://api.spotify.com/v1/audio-analysis/4M6O2Eu68dkEsxNOAHPZpx,254040,4
1,6439IQyiZV5I7aOo8UREgm,擋一根, Bisiugroup,0.483,0.747,6,-8.306,0,0.0485,0.0444,0.0,0.0985,0.453,76.027,audio_features,6439IQyiZV5I7aOo8UREgm,spotify:track:6439IQyiZV5I7aOo8UREgm,https://api.spotify.com/v1/tracks/6439IQyiZV5I7aOo8UREgm,https://api.spotify.com/v1/audio-analysis/6439IQyiZV5I7aOo8UREgm,235759,4
12,1UtLHK1KdLD1haUlY5YoSg,Cross Off, Mark Morton,0.532,0.935,2,-5.102,1,0.129,0.0001,0.0,0.0989,0.325,131.997,audio_features,1UtLHK1KdLD1haUlY5YoSg,spotify:track:1UtLHK1KdLD1haUlY5YoSg,https://api.spotify.com/v1/tracks/1UtLHK1KdLD1haUlY5YoSg,https://api.spotify.com/v1/audio-analysis/1UtLHK1KdLD1haUlY5YoSg,253446,4
9,48PSr7UWiYT0AOATprf1xu,Is You, Ailee,0.331,0.416,9,-4.6,1,0.0345,0.811,0.0,0.0884,0.297,144.539,audio_features,48PSr7UWiYT0AOATprf1xu,spotify:track:48PSr7UWiYT0AOATprf1xu,https://api.spotify.com/v1/tracks/48PSr7UWiYT0AOATprf1xu,https://api.spotify.com/v1/audio-analysis/48PSr7UWiYT0AOATprf1xu,263803,4
18,2LLZkWMReCWhgTrHuRh6dV,"Ullaallaa - From ""Petta""", Nakash Aziz,0.536,0.814,8,-4.504,0,0.282,0.403,1.08e-05,0.0501,0.704,99.774,audio_features,2LLZkWMReCWhgTrHuRh6dV,spotify:track:2LLZkWMReCWhgTrHuRh6dV,https://api.spotify.com/v1/tracks/2LLZkWMReCWhgTrHuRh6dV,https://api.spotify.com/v1/audio-analysis/2LLZkWMReCWhgTrHuRh6dV,296000,3
5,2SPoL0khkn8lcyE4krvzPx,Easy Boy, GATTÜSO,0.617,0.959,11,-3.08,1,0.048,0.0144,0.024,0.121,0.134,127.036,audio_features,2SPoL0khkn8lcyE4krvzPx,spotify:track:2SPoL0khkn8lcyE4krvzPx,https://api.spotify.com/v1/tracks/2SPoL0khkn8lcyE4krvzPx,https://api.spotify.com/v1/audio-analysis/2SPoL0khkn8lcyE4krvzPx,205975,4
8,4l6boTiX3Erh3HYpKOa0D6,Lay By Me, Ruben,0.461,0.195,10,-7.301,1,0.0352,0.873,0.0,0.11,0.381,110.193,audio_features,4l6boTiX3Erh3HYpKOa0D6,spotify:track:4l6boTiX3Erh3HYpKOa0D6,https://api.spotify.com/v1/tracks/4l6boTiX3Erh3HYpKOa0D6,https://api.spotify.com/v1/audio-analysis/4l6boTiX3Erh3HYpKOa0D6,170831,4
14,5rYUFzvg5Vsr8Fr2YjvSXR,"你知道 (""心点心"" 插曲)", 佳旺,0.569,0.308,10,-12.397,1,0.0289,0.826,0.0,0.111,0.22,104.019,audio_features,5rYUFzvg5Vsr8Fr2YjvSXR,spotify:track:5rYUFzvg5Vsr8Fr2YjvSXR,https://api.spotify.com/v1/tracks/5rYUFzvg5Vsr8Fr2YjvSXR,https://api.spotify.com/v1/audio-analysis/5rYUFzvg5Vsr8Fr2YjvSXR,175385,4
4,5U8ov9W5n7Xkq4v4EhTSmF,Semua Sudah, Elizabeth Tan,0.743,0.472,11,-10.305,0,0.0784,0.267,0.0,0.127,0.466,80.997,audio_features,5U8ov9W5n7Xkq4v4EhTSmF,spotify:track:5U8ov9W5n7Xkq4v4EhTSmF,https://api.spotify.com/v1/tracks/5U8ov9W5n7Xkq4v4EhTSmF,https://api.spotify.com/v1/audio-analysis/5U8ov9W5n7Xkq4v4EhTSmF,199259,4
45,3oh6SCCeLuXhFpEyepla6G,Thotiana, Blueface,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,audio_features,3oh6SCCeLuXhFpEyepla6G,spotify:track:3oh6SCCeLuXhFpEyepla6G,https://api.spotify.com/v1/tracks/3oh6SCCeLuXhFpEyepla6G,https://api.spotify.com/v1/audio-analysis/3oh6SCCeLuXhFpEyepla6G,129264,4
7,7j7fS14vlwVk0Pfnr0hovC,"Marana Mass - From ""Petta""", Anirudh Ravichander,0.471,0.873,10,-5.503,0,0.373,0.47,8.13e-05,0.146,0.737,78.434,audio_features,7j7fS14vlwVk0Pfnr0hovC,spotify:track:7j7fS14vlwVk0Pfnr0hovC,https://api.spotify.com/v1/tracks/7j7fS14vlwVk0Pfnr0hovC,https://api.spotify.com/v1/audio-analysis/7j7fS14vlwVk0Pfnr0hovC,216000,4
5,2IA8cFA46DkjgbsRG7kKbp,Baby, Amenazzy,0.7,0.71,11,-4.835,1,0.0532,0.327,0.0,0.129,0.582,167.971,audio_features,2IA8cFA46DkjgbsRG7kKbp,spotify:track:2IA8cFA46DkjgbsRG7kKbp,https://api.spotify.com/v1/tracks/2IA8cFA46DkjgbsRG7kKbp,https://api.spotify.com/v1/audio-analysis/2IA8cFA46DkjgbsRG7kKbp,235973,4
34,2t8yVaLvJ0RenpXUIAC52d,a lot, 21 Savage,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624,4
18,7uiBocndm12aKbsdnQ3Scx,Undecided, Chris Brown,0.441,0.527,3,-5.318,1,0.0966,0.172,0.0,0.233,0.589,96.37,audio_features,7uiBocndm12aKbsdnQ3Scx,spotify:track:7uiBocndm12aKbsdnQ3Scx,https://api.spotify.com/v1/tracks/7uiBocndm12aKbsdnQ3Scx,https://api.spotify.com/v1/audio-analysis/7uiBocndm12aKbsdnQ3Scx,187298,4
14,4QUjn6cprNKiyA8dMTOQ33,Bad Habits, SHAUN,0.75,0.755,5,-3.792,1,0.0284,0.013,1.03e-06,0.539,0.647,120.001,audio_features,4QUjn6cprNKiyA8dMTOQ33,spotify:track:4QUjn6cprNKiyA8dMTOQ33,https://api.spotify.com/v1/tracks/4QUjn6cprNKiyA8dMTOQ33,https://api.spotify.com/v1/audio-analysis/4QUjn6cprNKiyA8dMTOQ33,212959,4
22,6GzApXoBQiiAjak3tOQfV3,Lie To Me (feat. Julia Michaels), 5 Seconds of Summer,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,audio_features,6GzApXoBQiiAjak3tOQfV3,spotify:track:6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/tracks/6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/audio-analysis/6GzApXoBQiiAjak3tOQfV3,149878,4
7,1RiyD6SplWdGjQExZ1sHG3,凑热闹, Felicia Chin,0.553,0.752,0,-10.749,1,0.118,0.165,0.0,0.123,0.808,81.993,audio_features,1RiyD6SplWdGjQExZ1sHG3,spotify:track:1RiyD6SplWdGjQExZ1sHG3,https://api.spotify.com/v1/tracks/1RiyD6SplWdGjQExZ1sHG3,https://api.spotify.com/v1/audio-analysis/1RiyD6SplWdGjQExZ1sHG3,170760,4
4,6MLHg35rlksBc5OBcdZvJi,Better Than Today, Rhys Lewis,0.387,0.234,0,-8.861,1,0.0373,0.736,0.0,0.084,0.408,78.65,audio_features,6MLHg35rlksBc5OBcdZvJi,spotify:track:6MLHg35rlksBc5OBcdZvJi,https://api.spotify.com/v1/tracks/6MLHg35rlksBc5OBcdZvJi,https://api.spotify.com/v1/audio-analysis/6MLHg35rlksBc5OBcdZvJi,230353,4
5,7fWMvmH2YLxabiHfxH03CO,Dance, F1rstman,0.777,0.814,8,-5.42,0,0.0465,0.0118,9.75e-06,0.05,0.766,97.974,audio_features,7fWMvmH2YLxabiHfxH03CO,spotify:track:7fWMvmH2YLxabiHfxH03CO,https://api.spotify.com/v1/tracks/7fWMvmH2YLxabiHfxH03CO,https://api.spotify.com/v1/audio-analysis/7fWMvmH2YLxabiHfxH03CO,209602,4
41,11DUHbs4Vu8M7ppePmszse,誰, 李友廷,0.468,0.26,1,-9.757,1,0.0386,0.694,0.0,0.109,0.214,128.579,audio_features,11DUHbs4Vu8M7ppePmszse,spotify:track:11DUHbs4Vu8M7ppePmszse,https://api.spotify.com/v1/tracks/11DUHbs4Vu8M7ppePmszse,https://api.spotify.com/v1/audio-analysis/11DUHbs4Vu8M7ppePmszse,251077,4
3,0EJu1RBtxzldMG2peczuPv,No Te Enamores, Paloma Mami,0.806,0.735,7,-4.459,0,0.0425,0.587,0.00889,0.0812,0.353,100.101,audio_features,0EJu1RBtxzldMG2peczuPv,spotify:track:0EJu1RBtxzldMG2peczuPv,https://api.spotify.com/v1/tracks/0EJu1RBtxzldMG2peczuPv,https://api.spotify.com/v1/audio-analysis/0EJu1RBtxzldMG2peczuPv,183398,4
3,4HT4huUGfK42hGRY1rEcz6,Balkan Disco - Pete Dash Remix, Tim van Werd,0.635,0.969,7,-3.673,1,0.0459,0.00121,0.121,0.347,0.313,126.011,audio_features,4HT4huUGfK42hGRY1rEcz6,spotify:track:4HT4huUGfK42hGRY1rEcz6,https://api.spotify.com/v1/tracks/4HT4huUGfK42hGRY1rEcz6,https://api.spotify.com/v1/audio-analysis/4HT4huUGfK42hGRY1rEcz6,142857,4
66,2tzAN1L07SNwnOdgOEeuQr,Pauwi Nako, PDL,0.657,0.746,1,-6.277,1,0.0464,0.0175,0.0,0.107,0.467,136.887,audio_features,2tzAN1L07SNwnOdgOEeuQr,spotify:track:2tzAN1L07SNwnOdgOEeuQr,https://api.spotify.com/v1/tracks/2tzAN1L07SNwnOdgOEeuQr,https://api.spotify.com/v1/audio-analysis/2tzAN1L07SNwnOdgOEeuQr,341574,4
5,38ubSLeDhZU8ThNWeDrrGe,Jesus Over Everything, planetboom,0.424,0.686,3,-5.256,1,0.0419,0.313,0.0,0.0419,0.209,148.044,audio_features,38ubSLeDhZU8ThNWeDrrGe,spotify:track:38ubSLeDhZU8ThNWeDrrGe,https://api.spotify.com/v1/tracks/38ubSLeDhZU8ThNWeDrrGe,https://api.spotify.com/v1/audio-analysis/38ubSLeDhZU8ThNWeDrrGe,302786,4
23,0xq4ZTcmwBfkPGo4RRKmMe,Gotta Go, CHUNG HA,0.53,0.829,3,-2.526,0,0.0445,0.0741,0.0,0.0993,0.423,101.85,audio_features,0xq4ZTcmwBfkPGo4RRKmMe,spotify:track:0xq4ZTcmwBfkPGo4RRKmMe,https://api.spotify.com/v1/tracks/0xq4ZTcmwBfkPGo4RRKmMe,https://api.spotify.com/v1/audio-analysis/0xq4ZTcmwBfkPGo4RRKmMe,221813,4
11,6PlrGEPaisOqBiDlwW6Ic0,"NoBody Else (feat. Nick Cannon, Ty Dolla $ign & Jacquees)", Ncredible Gang,0.801,0.501,0,-6.364,1,0.269,0.188,0.0,0.0211,0.902,140.077,audio_features,6PlrGEPaisOqBiDlwW6Ic0,spotify:track:6PlrGEPaisOqBiDlwW6Ic0,https://api.spotify.com/v1/tracks/6PlrGEPaisOqBiDlwW6Ic0,https://api.spotify.com/v1/audio-analysis/6PlrGEPaisOqBiDlwW6Ic0,190746,4
2,3y7SBWOviMl3PnjPNjj1OL,一百万个可能, 季彦霖,0.638,0.417,2,-9.575,1,0.0293,0.233,0.0,0.093,0.119,111.955,audio_features,3y7SBWOviMl3PnjPNjj1OL,spotify:track:3y7SBWOviMl3PnjPNjj1OL,https://api.spotify.com/v1/tracks/3y7SBWOviMl3PnjPNjj1OL,https://api.spotify.com/v1/audio-analysis/3y7SBWOviMl3PnjPNjj1OL,267845,4
1,17viYpk4o1Hvg7FHTHrfVl,沒有傘的人, James Yang,0.591,0.152,5,-15.232,1,0.0364,0.924,0.000153,0.108,0.35,134.072,audio_features,17viYpk4o1Hvg7FHTHrfVl,spotify:track:17viYpk4o1Hvg7FHTHrfVl,https://api.spotify.com/v1/tracks/17viYpk4o1Hvg7FHTHrfVl,https://api.spotify.com/v1/audio-analysis/17viYpk4o1Hvg7FHTHrfVl,238184,4
37,7Mof2QVf5RIrZpr1XsDFYb,Bahagia, Eza Edmond,0.293,0.624,8,-4.262,1,0.0313,0.498,0.000756,0.113,0.308,176.673,audio_features,7Mof2QVf5RIrZpr1XsDFYb,spotify:track:7Mof2QVf5RIrZpr1XsDFYb,https://api.spotify.com/v1/tracks/7Mof2QVf5RIrZpr1XsDFYb,https://api.spotify.com/v1/audio-analysis/7Mof2QVf5RIrZpr1XsDFYb,250044,4
6,0onslUNmSLDkuYaideYWir,Juice, Lizzo,0.767,0.891,0,-3.01,1,0.0901,0.00615,0.0,0.406,0.824,119.91,audio_features,0onslUNmSLDkuYaideYWir,spotify:track:0onslUNmSLDkuYaideYWir,https://api.spotify.com/v1/tracks/0onslUNmSLDkuYaideYWir,https://api.spotify.com/v1/audio-analysis/0onslUNmSLDkuYaideYWir,195334,4
